"X","Y","Z"
1484.03,1294.95,97.54
1484.78,1294.88,97.53
1484.79,1294.86,97.50
1484.72,1294.74,97.48
1484.40,1294.86,97.43
1484.42,1294.88,97.44
1484.25,1294.82,97.44
1484.26,1294.85,97.44
1484.16,1294.70,97.35
1484.01,1294.83,97.34
1483.98,1294.86,97.35
1484.65,1294.66,97.38
1484.74,1294.80,97.36
1484.84,1294.91,97.34
1484.95,1294.75,97.31
1484.94,1294.72,97.33
1484.96,1294.60,97.35
1484.63,1294.78,97.37
1484.84,1294.81,97.31
1484.87,1294.93,97.32
1484.62,1294.79,97.24
1484.84,1294.76,97.24
1484.07,1294.84,97.24
1484.08,1294.87,97.25
1484.45,1294.98,97.21
1484.35,1294.82,97.21
1484.35,1294.73,97.18
1484.32,1294.74,97.17
1484.72,1294.66,97.14
1484.93,1294.77,97.15
1484.91,1294.75,97.12
1484.96,1294.77,97.14
1484.98,1294.78,97.13
1484.97,1294.79,97.11
1484.94,1294.76,97.10
1479.98,1298.48,98.71
1479.98,1298.46,98.71
1480.00,1298.48,98.70
1479.99,1298.50,98.70
1480.03,1298.61,98.71
1480.02,1298.60,98.71
1480.04,1298.52,98.70
1480.04,1298.62,98.71
1480.03,1298.57,98.71
1480.02,1298.54,98.70
1480.13,1298.58,98.72
1480.11,1298.62,98.71
1480.10,1298.58,98.71
1480.13,1298.55,98.70
1480.05,1298.45,98.68
1480.07,1298.85,98.51
1480.04,1298.84,98.51
1480.00,1298.95,98.43
1480.04,1298.91,98.44
1480.08,1298.86,98.44
1480.04,1298.53,98.41
1480.40,1297.73,97.85
1480.38,1297.72,97.84
1480.36,1297.60,97.75
1480.30,1297.58,97.76
1480.20,1297.42,97.53
1480.22,1297.44,97.53
1480.78,1296.62,98.57
1481.21,1295.31,98.52
1481.80,1295.72,98.52
1481.83,1295.73,98.50
1481.34,1295.93,98.51
1481.35,1295.93,98.51
1481.35,1295.35,98.51
1481.33,1295.34,98.51
1481.04,1295.73,98.50
1481.10,1295.81,98.49
1481.12,1295.82,98.49
1481.34,1295.58,98.49
1481.37,1295.00,98.45
1481.37,1295.01,98.45
1481.39,1295.17,98.46
1481.40,1295.19,98.46
1481.84,1295.43,98.45
1481.85,1295.46,98.45
1481.72,1295.46,98.45
1481.78,1295.46,98.45
1481.28,1295.64,98.48
1481.26,1295.63,98.49
1481.66,1295.36,98.44
1481.69,1295.39,98.46
1480.98,1295.90,98.50
1481.00,1295.89,98.50
1481.65,1295.32,98.45
1481.66,1295.33,98.46
1481.14,1295.60,98.49
1481.16,1295.60,98.48
1481.10,1295.73,98.50
1481.11,1295.73,98.50
1481.31,1295.54,98.48
1481.32,1295.54,98.48
1480.87,1295.95,98.50
1480.89,1295.96,98.49
1480.92,1295.97,98.49
1480.92,1295.95,98.49
1481.02,1295.95,98.49
1481.01,1295.94,98.49
1481.65,1295.78,98.47
1481.70,1295.77,98.46
1481.69,1295.72,98.46
1481.66,1295.77,98.48
1480.99,1295.29,98.41
1481.03,1295.38,98.41
1481.68,1295.41,98.41
1481.71,1295.43,98.41
1481.87,1295.54,98.32
1481.84,1295.48,98.32
1481.35,1295.67,98.25
1481.36,1295.65,98.25
1481.92,1295.88,98.22
1481.89,1295.88,98.22
1481.92,1295.88,98.22
1481.83,1295.88,98.22
1481.33,1295.78,98.17
1481.92,1295.78,98.25
1481.89,1295.77,98.25
1481.83,1295.16,98.20
1481.60,1295.93,98.16
1481.59,1295.93,98.16
1481.79,1295.08,98.19
1481.18,1295.12,98.11
1481.16,1295.08,98.10
1481.50,1295.17,98.13
1481.58,1295.04,98.11
1481.03,1295.68,98.11
1481.03,1295.67,98.10
1481.03,1295.65,98.10
1481.56,1295.86,97.97
1481.60,1295.20,97.83
1481.59,1295.20,97.83
1481.61,1295.30,97.82
1481.60,1295.30,97.82
1481.57,1295.27,97.80
1481.58,1295.27,97.80
1481.68,1295.76,97.79
1481.69,1295.73,97.81
1481.71,1295.66,97.80
1481.83,1295.78,97.81
1481.78,1295.74,97.79
1481.73,1295.30,97.76
1481.76,1295.28,97.78
1481.78,1295.85,97.73
1481.29,1295.31,97.68
1481.33,1295.41,97.68
1481.23,1295.58,97.67
1481.43,1295.22,97.67
1481.40,1295.27,97.65
1481.31,1295.22,97.65
1481.43,1295.21,97.67
1481.07,1295.27,97.59
1481.08,1295.26,97.60
1481.06,1295.41,97.58
1481.21,1295.08,97.57
1481.09,1295.09,97.58
1481.23,1295.36,97.55
1481.22,1295.42,97.55
1481.46,1295.10,97.50
1481.32,1295.60,97.51
1481.28,1295.88,97.50
1481.40,1295.83,97.52
1481.36,1295.90,97.49
1481.16,1295.10,97.56
1481.30,1295.09,97.54
1481.25,1295.06,97.48
1481.20,1295.31,97.49
1481.17,1295.51,97.49
1481.25,1295.83,97.46
1481.36,1295.10,97.43
1481.28,1295.30,97.85
1481.47,1295.31,97.50
1481.32,1295.23,97.47
1481.31,1295.29,97.49
1481.28,1295.19,97.49
1481.27,1295.28,97.51
1481.32,1295.42,97.41
1481.23,1295.62,97.46
1481.06,1295.54,97.46
1481.00,1295.39,97.44
1481.47,1295.59,97.43
1481.01,1295.56,97.74
1481.17,1295.66,97.45
1481.23,1295.64,97.44
1481.15,1295.65,97.41
1481.38,1295.62,97.14
1481.33,1295.58,97.16
1481.31,1295.12,97.38
1481.37,1295.00,97.38
1481.44,1295.16,97.37
1481.41,1295.18,97.37
1481.43,1295.23,97.39
1481.45,1295.17,97.35
1481.84,1295.27,97.65
1481.51,1295.23,97.69
1481.53,1295.21,97.64
1481.91,1295.13,97.61
1481.90,1295.16,97.69
1481.52,1295.17,97.62
1481.78,1295.02,97.58
1481.78,1295.04,97.58
1481.52,1295.40,97.50
1481.46,1295.40,97.50
1481.71,1295.28,97.51
1481.71,1295.31,97.52
1481.93,1295.40,97.51
1481.60,1295.41,97.50
1481.63,1295.62,97.59
1481.59,1295.58,97.61
1481.55,1295.48,97.52
1481.52,1295.42,97.49
1481.53,1295.28,97.48
1481.74,1295.76,97.57
1481.93,1295.67,97.58
1481.87,1295.13,97.46
1481.79,1295.11,97.44
1481.96,1295.39,97.45
1481.51,1295.14,97.45
1481.50,1295.18,97.47
1481.53,1295.16,97.46
1481.51,1295.16,97.46
1481.88,1295.05,97.43
1481.73,1295.43,97.41
1481.54,1295.39,97.39
1481.81,1295.80,97.41
1481.57,1295.57,97.43
1481.64,1295.65,97.42
1481.67,1295.61,97.40
1481.61,1295.65,97.40
1481.56,1295.58,97.41
1481.85,1295.60,97.40
1481.55,1295.59,97.41
1481.94,1295.50,97.40
1481.93,1295.48,97.39
1481.85,1295.61,97.37
1481.94,1295.94,97.38
1481.74,1295.90,97.35
1481.71,1295.68,97.22
1481.55,1295.10,97.39
1481.70,1295.46,97.34
1481.65,1295.41,97.27
1482.25,1295.83,98.51
1482.22,1295.82,98.52
1482.40,1295.76,98.52
1482.42,1295.78,98.53
1482.23,1295.61,98.44
1482.24,1295.62,98.44
1482.11,1295.57,98.45
1482.08,1295.57,98.45
1482.48,1295.84,98.43
1482.46,1295.83,98.43
1482.17,1295.44,98.45
1482.15,1295.43,98.44
1482.48,1295.29,98.40
1482.49,1295.29,98.40
1482.30,1295.22,98.40
1482.28,1295.22,98.40
1482.43,1295.06,98.40
1482.45,1295.07,98.39
1482.03,1295.08,98.41
1482.07,1295.09,98.40
1482.03,1295.06,98.41
1482.04,1295.08,98.41
1482.32,1295.01,98.40
1482.33,1294.99,98.40
1482.87,1295.56,98.41
1482.85,1295.55,98.41
1482.79,1295.57,98.41
1482.81,1295.58,98.41
1482.94,1295.73,98.41
1482.92,1295.73,98.41
1482.91,1295.55,98.40
1482.85,1295.71,98.39
1482.87,1295.66,98.39
1482.20,1295.65,98.43
1482.13,1295.58,98.43
1482.17,1295.56,98.43
1482.15,1295.55,98.43
1482.08,1295.67,98.40
1482.09,1295.65,98.40
1482.08,1295.61,98.40
1482.06,1295.63,98.40
1482.09,1295.62,98.40
1482.07,1295.63,98.41
1482.06,1295.65,98.40
1482.04,1295.66,98.39
1482.04,1295.61,98.39
1482.02,1295.63,98.39
1482.05,1295.63,98.39
1482.05,1295.66,98.39
1482.06,1295.61,98.39
1482.08,1295.59,98.39
1482.06,1295.60,98.39
1482.07,1295.59,98.39
1482.16,1295.58,98.40
1482.09,1295.62,98.39
1482.99,1295.31,98.36
1482.99,1295.30,98.36
1482.87,1295.22,98.37
1482.87,1295.21,98.38
1482.90,1295.24,98.38
1482.89,1295.22,98.38
1482.87,1295.20,98.37
1482.88,1295.21,98.37
1482.90,1295.20,98.37
1482.92,1295.20,98.37
1482.89,1295.21,98.37
1482.89,1295.22,98.37
1482.89,1295.19,98.37
1482.89,1295.22,98.37
1482.12,1295.99,98.38
1482.09,1295.97,98.37
1482.12,1295.44,98.25
1482.10,1295.44,98.25
1482.88,1295.77,98.23
1482.85,1295.76,98.22
1482.65,1295.09,98.17
1482.56,1295.96,98.17
1482.69,1295.45,98.12
1482.33,1295.37,97.92
1482.08,1295.57,97.81
1482.10,1295.60,97.81
1482.24,1295.53,97.62
1482.13,1295.52,97.60
1482.83,1295.40,97.63
1482.86,1295.38,97.63
1482.46,1295.38,97.64
1482.41,1295.40,97.60
1482.79,1295.42,97.55
1482.78,1295.40,97.55
1482.64,1295.75,97.58
1482.66,1295.76,97.59
1482.36,1295.82,97.52
1482.37,1295.83,97.51
1482.37,1295.85,97.52
1482.03,1295.84,97.51
1482.02,1295.84,97.51
1482.31,1295.33,97.48
1482.29,1295.32,97.46
1482.60,1295.21,97.52
1482.61,1295.11,97.53
1482.10,1295.91,97.46
1482.14,1295.90,97.46
1482.96,1295.22,97.51
1482.94,1295.27,97.52
1482.37,1295.88,97.50
1482.38,1295.96,97.52
1482.97,1295.24,97.49
1482.97,1295.13,97.48
1482.05,1295.82,97.45
1482.05,1295.81,97.44
1482.44,1295.58,97.44
1482.43,1295.56,97.44
1482.34,1295.54,97.43
1482.95,1295.72,97.54
1482.96,1295.75,97.55
1482.13,1295.02,97.39
1482.10,1295.00,97.39
1482.46,1295.95,97.39
1482.00,1295.46,97.37
1482.23,1295.62,97.39
1482.25,1295.59,97.39
1482.97,1295.63,97.50
1482.16,1295.77,97.39
1482.17,1295.76,97.38
1482.09,1295.54,97.39
1482.11,1295.60,97.40
1482.31,1295.72,97.36
1482.21,1295.82,97.36
1482.42,1295.55,97.35
1482.09,1295.90,97.43
1482.18,1295.96,97.38
1482.33,1295.42,97.38
1482.24,1295.03,97.37
1482.25,1295.03,97.38
1482.21,1295.50,97.36
1482.20,1295.51,97.35
1482.04,1295.40,97.37
1482.03,1295.39,97.38
1482.07,1295.45,97.37
1482.34,1295.18,97.38
1482.32,1295.19,97.35
1482.19,1295.35,97.35
1482.16,1295.17,97.35
1482.19,1295.22,97.34
1482.38,1295.30,97.30
1482.38,1295.32,97.30
1482.31,1295.62,97.30
1482.33,1295.68,97.32
1482.33,1295.69,97.29
1482.18,1295.45,97.30
1482.25,1295.47,97.31
1482.41,1295.65,97.28
1482.13,1295.96,97.28
1482.42,1295.25,97.26
1482.40,1295.21,97.25
1482.29,1295.42,97.28
1482.30,1295.41,97.27
1482.38,1295.31,97.26
1482.37,1295.31,97.25
1482.39,1295.28,97.26
1482.41,1295.31,97.26
1482.15,1295.72,97.23
1482.36,1295.75,97.25
1482.38,1295.71,97.23
1482.30,1295.62,97.20
1482.51,1295.54,97.39
1482.98,1295.07,97.44
1482.69,1295.09,97.41
1482.70,1295.03,97.41
1482.84,1295.90,97.44
1482.85,1295.91,97.45
1482.81,1295.65,97.44
1482.91,1295.88,97.43
1482.91,1295.50,97.44
1482.88,1295.48,97.43
1482.97,1295.89,97.40
1482.74,1295.35,97.39
1482.87,1295.31,97.38
1482.91,1295.40,97.38
1482.90,1295.38,97.38
1482.59,1295.33,97.38
1482.57,1295.30,97.38
1482.91,1295.36,97.36
1482.92,1295.37,97.36
1482.85,1295.28,97.38
1482.85,1295.30,97.38
1482.83,1295.02,97.32
1482.82,1295.04,97.32
1482.96,1295.11,97.33
1482.96,1295.11,97.33
1482.85,1295.02,97.31
1482.85,1295.04,97.30
1482.96,1295.28,97.31
1482.81,1295.25,97.38
1482.96,1295.15,97.36
1482.61,1295.70,97.37
1482.93,1295.80,97.38
1482.95,1295.83,97.38
1482.72,1295.86,97.36
1482.75,1295.87,97.36
1482.70,1295.86,97.36
1482.71,1295.86,97.36
1482.95,1295.91,97.39
1482.92,1295.93,97.39
1482.57,1295.63,97.34
1482.93,1295.80,97.24
1482.94,1295.81,97.23
1482.58,1295.43,97.18
1482.58,1295.44,97.19
1482.87,1295.42,97.71
1482.89,1295.41,97.70
1483.51,1295.41,98.47
1483.52,1295.42,98.46
1483.50,1295.42,98.45
1483.52,1295.41,98.45
1483.01,1295.39,98.48
1483.02,1295.38,98.47
1483.46,1295.69,98.48
1483.46,1295.67,98.48
1483.02,1295.54,98.40
1483.05,1295.52,98.40
1483.44,1295.89,98.40
1483.47,1295.86,98.41
1483.72,1295.43,98.34
1483.74,1295.41,98.35
1483.68,1295.21,98.33
1483.69,1295.22,98.33
1483.44,1295.36,98.36
1483.39,1295.32,98.35
1483.35,1295.31,98.36
1483.34,1295.32,98.35
1483.34,1295.30,98.36
1483.35,1295.29,98.36
1483.39,1295.29,98.36
1483.37,1295.29,98.36
1483.54,1295.87,98.40
1483.44,1295.86,98.39
1483.17,1295.57,98.39
1483.15,1295.57,98.39
1483.54,1295.68,98.37
1483.51,1295.59,98.38
1483.30,1295.78,98.38
1483.31,1295.77,98.38
1483.24,1295.53,98.38
1483.24,1295.55,98.38
1483.47,1295.62,98.38
1483.44,1295.58,98.37
1483.57,1295.53,98.37
1483.59,1295.56,98.36
1483.75,1295.64,98.33
1483.72,1295.70,98.35
1483.83,1295.51,98.32
1483.90,1295.46,98.33
1483.45,1295.26,98.34
1483.49,1295.26,98.33
1483.75,1295.24,98.33
1483.74,1295.23,98.33
1483.85,1295.14,98.30
1483.87,1295.13,98.31
1483.52,1295.25,98.32
1483.52,1295.24,98.34
1483.53,1295.20,98.33
1483.60,1295.12,98.32
1483.62,1295.07,98.32
1483.55,1295.10,98.32
1483.58,1295.09,98.33
1483.56,1295.24,98.32
1483.87,1295.18,98.32
1483.84,1295.21,98.32
1483.86,1295.22,98.31
1483.86,1295.26,98.32
1483.88,1295.12,98.30
1483.88,1295.09,98.30
1483.80,1295.15,98.30
1483.82,1295.14,98.29
1483.95,1295.28,98.35
1483.90,1295.27,98.33
1483.89,1295.09,98.28
1483.90,1295.08,98.29
1483.97,1295.13,98.29
1483.91,1295.13,98.29
1483.99,1295.25,98.29
1484.01,1295.24,98.30
1483.02,1295.19,98.29
1483.00,1295.19,98.28
1484.00,1295.10,98.29
1483.99,1295.11,98.28
1483.02,1295.94,98.24
1483.15,1295.30,98.16
1483.17,1295.28,98.16
1483.56,1295.82,98.06
1483.68,1295.07,98.04
1483.48,1295.80,97.99
1483.48,1295.76,97.99
1483.73,1295.93,97.92
1483.74,1295.92,97.93
1483.37,1295.55,97.91
1483.36,1295.54,97.91
1483.25,1295.14,97.70
1483.64,1295.48,97.68
1483.64,1295.49,97.68
1483.14,1295.10,97.69
1483.16,1295.10,97.69
1483.63,1295.40,97.61
1483.63,1295.38,97.61
1483.85,1295.23,97.63
1483.85,1295.23,97.60
1483.90,1295.48,97.59
1483.13,1295.08,97.57
1483.77,1295.89,97.56
1483.79,1295.90,97.57
1483.38,1295.40,97.50
1483.62,1295.34,97.54
1483.80,1295.92,97.52
1483.29,1295.06,97.47
1483.75,1295.10,97.45
1483.79,1295.02,97.45
1483.88,1295.36,97.47
1483.96,1295.38,97.46
1483.41,1295.70,97.48
1483.41,1295.69,97.47
1483.43,1295.67,97.47
1483.36,1295.93,97.46
1483.32,1295.89,97.45
1483.07,1295.67,97.43
1483.23,1295.66,97.43
1483.21,1295.64,97.43
1483.23,1295.69,97.42
1483.16,1295.76,97.43
1483.47,1295.88,97.47
1483.45,1295.85,97.47
1483.86,1295.59,97.49
1483.89,1295.59,97.48
1483.60,1295.55,97.46
1483.96,1295.64,97.44
1483.95,1295.64,97.44
1483.77,1295.86,97.44
1483.55,1295.83,97.42
1483.57,1295.82,97.42
1483.01,1295.24,97.41
1483.00,1295.23,97.40
1483.01,1295.21,97.40
1483.23,1294.99,97.43
1483.21,1295.00,97.42
1483.05,1295.29,97.36
1483.06,1295.31,97.35
1483.42,1295.00,97.36
1483.03,1295.08,97.35
1482.99,1295.11,97.37
1483.11,1295.07,97.32
1483.14,1295.07,97.34
1483.13,1294.96,97.32
1483.13,1295.01,97.30
1483.35,1295.22,97.33
1483.28,1295.12,97.28
1483.29,1295.14,97.29
1483.38,1295.05,97.29
1483.35,1295.04,97.29
1483.31,1295.77,97.40
1483.37,1295.80,97.39
1483.07,1295.53,97.37
1483.07,1295.96,97.38
1483.09,1295.97,97.38
1483.36,1295.85,97.36
1483.13,1295.52,97.35
1483.14,1295.54,97.36
1483.36,1295.75,97.35
1483.32,1295.54,97.33
1483.31,1295.55,97.33
1483.68,1295.29,97.36
1483.69,1295.31,97.37
1483.46,1295.63,97.33
1483.47,1295.63,97.34
1483.78,1295.42,97.35
1483.78,1295.34,97.34
1483.73,1295.59,97.34
1483.70,1295.61,97.35
1483.74,1295.66,97.33
1483.77,1295.70,97.34
1483.71,1295.72,97.32
1483.74,1295.68,97.32
1483.72,1295.39,97.34
1483.54,1295.55,97.37
1483.56,1295.80,97.35
1483.38,1295.89,97.38
1483.72,1295.84,97.32
1483.72,1295.83,97.32
1483.80,1295.84,97.32
1483.82,1295.85,97.31
1483.86,1295.82,97.31
1483.51,1295.57,97.32
1483.79,1295.57,97.31
1483.94,1295.84,97.32
1483.91,1295.83,97.31
1483.57,1295.49,97.33
1483.62,1295.52,97.33
1483.94,1295.83,97.32
1483.93,1295.82,97.32
1483.77,1295.50,97.29
1483.65,1295.81,97.30
1483.62,1295.95,97.31
1483.63,1295.95,97.32
1483.75,1295.62,97.29
1483.57,1295.56,97.29
1483.59,1295.57,97.29
1483.61,1295.96,97.32
1483.65,1295.96,97.31
1483.63,1295.96,97.31
1483.63,1295.96,97.31
1483.61,1295.96,97.32
1483.94,1295.91,97.31
1483.95,1295.95,97.30
1483.39,1295.96,97.32
1483.39,1295.92,97.32
1483.76,1295.97,97.31
1483.60,1295.67,97.30
1483.66,1295.65,97.31
1483.76,1295.72,97.27
1483.71,1295.77,97.31
1483.36,1295.93,97.27
1483.53,1295.35,97.24
1483.54,1295.37,97.25
1483.57,1295.05,97.24
1483.95,1295.68,97.26
1483.93,1295.70,97.25
1483.05,1295.20,97.22
1483.04,1295.18,97.21
1483.19,1295.44,97.19
1483.20,1295.46,97.19
1483.22,1295.86,97.20
1483.53,1295.41,97.21
1483.51,1295.42,97.19
1483.97,1295.47,97.19
1483.97,1295.47,97.19
1483.90,1295.82,97.24
1483.90,1295.79,97.24
1483.74,1295.77,97.22
1483.73,1295.78,97.22
1483.75,1295.80,97.24
1483.98,1295.97,97.24
1483.98,1295.97,97.26
1483.90,1295.58,97.15
1483.86,1295.53,97.19
1483.85,1295.92,97.29
1483.73,1295.95,97.20
1483.02,1295.20,97.19
1483.00,1295.20,97.18
1483.00,1295.17,97.18
1483.02,1295.18,97.19
1483.02,1295.21,97.17
1483.01,1295.19,97.18
1483.88,1295.43,97.18
1483.87,1295.44,97.19
1483.67,1295.28,97.19
1483.67,1295.27,97.18
1483.41,1295.42,97.13
1483.40,1295.43,97.13
1483.21,1295.70,97.09
1483.19,1295.72,97.11
1483.46,1295.57,97.12
1483.46,1295.57,97.13
1483.97,1295.71,97.11
1483.95,1295.73,97.11
1483.95,1295.60,97.11
1483.94,1295.61,97.12
1484.04,1295.31,98.72
1484.00,1295.34,98.70
1484.91,1295.41,98.72
1485.05,1295.37,98.73
1484.11,1295.02,98.67
1484.12,1295.02,98.67
1484.21,1295.82,98.64
1484.69,1295.86,98.34
1484.71,1295.85,98.34
1484.74,1295.33,98.37
1484.73,1295.35,98.36
1484.99,1295.92,98.31
1484.98,1295.91,98.31
1484.02,1295.16,98.31
1484.04,1295.16,98.32
1484.07,1295.17,98.30
1484.07,1295.19,98.29
1484.00,1295.18,98.30
1484.01,1295.20,98.30
1484.13,1295.28,98.30
1484.12,1295.30,98.29
1484.01,1295.10,98.30
1484.02,1295.09,98.30
1484.04,1295.31,98.29
1484.07,1295.31,98.30
1484.98,1295.90,98.31
1484.98,1295.91,98.31
1484.00,1295.37,98.31
1484.01,1295.36,98.31
1484.05,1295.38,98.30
1484.05,1295.40,98.30
1484.02,1295.40,98.31
1484.06,1295.36,98.32
1484.07,1295.46,98.31
1484.08,1295.45,98.32
1484.21,1295.13,98.30
1484.20,1295.14,98.29
1484.25,1295.17,98.30
1484.26,1295.17,98.30
1484.53,1295.92,98.30
1484.54,1295.91,98.30
1484.57,1295.77,98.30
1484.59,1295.78,98.29
1484.68,1295.28,98.32
1484.68,1295.25,98.32
1484.97,1295.24,98.34
1484.98,1295.24,98.34
1484.98,1295.26,98.34
1484.97,1295.27,98.34
1484.09,1295.43,98.30
1484.09,1295.45,98.29
1484.08,1295.48,98.32
1484.09,1295.51,98.32
1484.17,1295.80,98.34
1484.42,1295.95,98.32
1484.43,1295.94,98.32
1484.49,1295.91,98.30
1484.48,1295.93,98.29
1484.32,1295.81,98.30
1484.30,1295.78,98.31
1484.13,1295.83,98.32
1484.13,1295.84,98.32
1484.09,1295.24,98.32
1484.07,1295.23,98.33
1484.10,1295.66,98.32
1484.10,1295.70,98.31
1484.27,1295.20,98.28
1484.27,1295.19,98.29
1484.20,1295.29,98.28
1484.19,1295.25,98.27
1484.19,1295.23,98.27
1484.20,1295.35,98.28
1484.19,1295.33,98.27
1484.42,1295.32,98.26
1484.41,1295.30,98.26
1484.40,1295.30,98.26
1484.25,1295.12,98.25
1484.25,1295.15,98.26
1484.21,1295.20,98.26
1484.21,1295.22,98.26
1484.46,1295.30,98.26
1484.45,1295.31,98.25
1484.26,1295.42,98.28
1484.27,1295.46,98.28
1484.14,1295.47,98.29
1484.11,1295.47,98.29
1484.13,1295.46,98.29
1484.15,1295.47,98.29
1484.13,1295.43,98.28
1484.14,1295.45,98.28
1484.46,1295.60,98.27
1484.50,1295.57,98.28
1484.30,1295.58,98.28
1484.26,1295.53,98.27
1484.26,1295.46,98.29
1484.27,1295.48,98.29
1484.41,1295.53,98.28
1484.42,1295.54,98.27
1484.01,1295.03,98.28
1484.20,1295.50,98.28
1484.21,1295.51,98.29
1484.29,1295.65,98.29
1484.29,1295.61,98.28
1484.33,1295.64,98.29
1484.28,1295.61,98.28
1484.31,1295.59,98.28
1484.33,1295.60,98.28
1484.35,1295.59,98.28
1484.35,1295.57,98.28
1484.36,1295.52,98.28
1484.34,1295.55,98.28
1484.31,1295.56,98.28
1484.33,1295.55,98.28
1484.42,1295.47,98.27
1484.20,1295.59,98.29
1484.25,1295.59,98.29
1484.28,1295.49,98.32
1484.14,1295.46,98.29
1484.21,1295.40,98.28
1484.16,1295.41,98.28
1484.39,1295.54,98.27
1484.37,1295.53,98.27
1484.49,1295.37,98.27
1484.39,1295.42,98.26
1484.33,1295.33,98.25
1484.34,1295.31,98.25
